ride_slug,ride_name,button_slug,label,kind,state,file,path
standard,Standard,camera,Kamerawechsel,press,idle,standard_camera_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/standard/standard_camera_idle.png
standard,Standard,camera,Kamerawechsel,press,pressed,standard_camera_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/standard/standard_camera_pressed.png
standard,Standard,chat,Chat,press,idle,standard_chat_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/standard/standard_chat_idle.png
standard,Standard,chat,Chat,press,pressed,standard_chat_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/standard/standard_chat_pressed.png
settings,Settings,menu,Menue,press,idle,settings_menu_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/settings/settings_menu_idle.png
settings,Settings,menu,Menue,press,pressed,settings_menu_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/settings/settings_menu_pressed.png
settings,Settings,speedup,Speed Hoch,press,idle,settings_speedup_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/settings/settings_speedup_idle.png
settings,Settings,speedup,Speed Hoch,press,pressed,settings_speedup_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/settings/settings_speedup_pressed.png
settings,Settings,speeddown,Speed Runter,press,idle,settings_speeddown_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/settings/settings_speeddown_idle.png
settings,Settings,speeddown,Speed Runter,press,pressed,settings_speeddown_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/settings/settings_speeddown_pressed.png
settings,Settings,repeatspeed,Repeat Speed,system,idle,settings_repeatspeed_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/settings/settings_repeatspeed_idle.png
settings,Settings,repeatspeed,Repeat Speed,system,cycle,settings_repeatspeed_cycle.png,/mnt/data/streamdeck_kirmes_icons_v2/settings/settings_repeatspeed_cycle.png
lighteffect,LightEffect,preset1,Preset 1,press,idle,lighteffect_preset1_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_preset1_idle.png
lighteffect,LightEffect,preset1,Preset 1,press,pressed,lighteffect_preset1_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_preset1_pressed.png
lighteffect,LightEffect,preset2,Preset 2,press,idle,lighteffect_preset2_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_preset2_idle.png
lighteffect,LightEffect,preset2,Preset 2,press,pressed,lighteffect_preset2_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_preset2_pressed.png
lighteffect,LightEffect,preset3,Preset 3,press,idle,lighteffect_preset3_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_preset3_idle.png
lighteffect,LightEffect,preset3,Preset 3,press,pressed,lighteffect_preset3_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_preset3_pressed.png
lighteffect,LightEffect,preset4,Preset 4,press,idle,lighteffect_preset4_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_preset4_idle.png
lighteffect,LightEffect,preset4,Preset 4,press,pressed,lighteffect_preset4_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_preset4_pressed.png
lighteffect,LightEffect,preset5,Preset 5,press,idle,lighteffect_preset5_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_preset5_idle.png
lighteffect,LightEffect,preset5,Preset 5,press,pressed,lighteffect_preset5_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_preset5_pressed.png
lighteffect,LightEffect,preset6,Preset 6,press,idle,lighteffect_preset6_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_preset6_idle.png
lighteffect,LightEffect,preset6,Preset 6,press,pressed,lighteffect_preset6_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_preset6_pressed.png
lighteffect,LightEffect,preset7,Preset 7,press,idle,lighteffect_preset7_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_preset7_idle.png
lighteffect,LightEffect,preset7,Preset 7,press,pressed,lighteffect_preset7_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_preset7_pressed.png
lighteffect,LightEffect,preset8,Preset 8,press,idle,lighteffect_preset8_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_preset8_idle.png
lighteffect,LightEffect,preset8,Preset 8,press,pressed,lighteffect_preset8_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_preset8_pressed.png
lighteffect,LightEffect,preset9,Preset 9,press,idle,lighteffect_preset9_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_preset9_idle.png
lighteffect,LightEffect,preset9,Preset 9,press,pressed,lighteffect_preset9_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_preset9_pressed.png
lighteffect,LightEffect,light1,Light 1,press,idle,lighteffect_light1_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_light1_idle.png
lighteffect,LightEffect,light1,Light 1,press,pressed,lighteffect_light1_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_light1_pressed.png
lighteffect,LightEffect,light2,Light 2,press,idle,lighteffect_light2_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_light2_idle.png
lighteffect,LightEffect,light2,Light 2,press,pressed,lighteffect_light2_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_light2_pressed.png
lighteffect,LightEffect,light3,Light 3,press,idle,lighteffect_light3_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_light3_idle.png
lighteffect,LightEffect,light3,Light 3,press,pressed,lighteffect_light3_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_light3_pressed.png
lighteffect,LightEffect,light4,Light 4,press,idle,lighteffect_light4_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_light4_idle.png
lighteffect,LightEffect,light4,Light 4,press,pressed,lighteffect_light4_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_light4_pressed.png
lighteffect,LightEffect,light5,Light 5,press,idle,lighteffect_light5_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_light5_idle.png
lighteffect,LightEffect,light5,Light 5,press,pressed,lighteffect_light5_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_light5_pressed.png
lighteffect,LightEffect,light6,Light 6,press,idle,lighteffect_light6_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_light6_idle.png
lighteffect,LightEffect,light6,Light 6,press,pressed,lighteffect_light6_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_light6_pressed.png
lighteffect,LightEffect,light7,Light 7,press,idle,lighteffect_light7_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_light7_idle.png
lighteffect,LightEffect,light7,Light 7,press,pressed,lighteffect_light7_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_light7_pressed.png
lighteffect,LightEffect,light8,Light 8,press,idle,lighteffect_light8_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_light8_idle.png
lighteffect,LightEffect,light8,Light 8,press,pressed,lighteffect_light8_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_light8_pressed.png
lighteffect,LightEffect,light9,Light 9,press,idle,lighteffect_light9_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_light9_idle.png
lighteffect,LightEffect,light9,Light 9,press,pressed,lighteffect_light9_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_light9_pressed.png
lighteffect,LightEffect,alloff,Alle AUS,press,idle,lighteffect_alloff_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_alloff_idle.png
lighteffect,LightEffect,alloff,Alle AUS,press,pressed,lighteffect_alloff_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_alloff_pressed.png
lighteffect,LightEffect,strobo,Strobo,hold,idle,lighteffect_strobo_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_strobo_idle.png
lighteffect,LightEffect,strobo,Strobo,hold,hold,lighteffect_strobo_hold.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_strobo_hold.png
lighteffect,LightEffect,ledstrobe,LED Strobe,hold,idle,lighteffect_ledstrobe_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_ledstrobe_idle.png
lighteffect,LightEffect,ledstrobe,LED Strobe,hold,hold,lighteffect_ledstrobe_hold.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_ledstrobe_hold.png
lighteffect,LightEffect,colorstrobe,Farbstroboskop,mod,idle,lighteffect_colorstrobe_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_colorstrobe_idle.png
lighteffect,LightEffect,colorstrobe,Farbstroboskop,mod,pressed,lighteffect_colorstrobe_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_colorstrobe_pressed.png
lighteffect,LightEffect,spotonoff,Spot AN/AUS,modtoggle,off,lighteffect_spotonoff_off.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_spotonoff_off.png
lighteffect,LightEffect,spotonoff,Spot AN/AUS,modtoggle,on,lighteffect_spotonoff_on.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_spotonoff_on.png
lighteffect,LightEffect,spotcolorup,SpotColor +,modrepeat,idle,lighteffect_spotcolorup_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_spotcolorup_idle.png
lighteffect,LightEffect,spotcolorup,SpotColor +,modrepeat,repeat,lighteffect_spotcolorup_repeat.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_spotcolorup_repeat.png
lighteffect,LightEffect,spotcolordown,SpotColor -,modrepeat,idle,lighteffect_spotcolordown_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_spotcolordown_idle.png
lighteffect,LightEffect,spotcolordown,SpotColor -,modrepeat,repeat,lighteffect_spotcolordown_repeat.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_spotcolordown_repeat.png
lighteffect,LightEffect,fog,Nebel,hold,idle,lighteffect_fog_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_fog_idle.png
lighteffect,LightEffect,fog,Nebel,hold,hold,lighteffect_fog_hold.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_fog_hold.png
lighteffect,LightEffect,flame,Flamme,hold,idle,lighteffect_flame_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_flame_idle.png
lighteffect,LightEffect,flame,Flamme,hold,hold,lighteffect_flame_hold.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_flame_hold.png
lighteffect,LightEffect,bubbles,Seifenblasen,modhold,idle,lighteffect_bubbles_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_bubbles_idle.png
lighteffect,LightEffect,bubbles,Seifenblasen,modhold,hold,lighteffect_bubbles_hold.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_bubbles_hold.png
lighteffect,LightEffect,horn,Hupe,hold,idle,lighteffect_horn_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_horn_idle.png
lighteffect,LightEffect,horn,Hupe,hold,hold,lighteffect_horn_hold.png,/mnt/data/streamdeck_kirmes_icons_v2/lighteffect/lighteffect_horn_hold.png
movingheads,MovingHeads,onoff,Moving Head,modtoggle,off,movingheads_onoff_off.png,/mnt/data/streamdeck_kirmes_icons_v2/movingheads/movingheads_onoff_off.png
movingheads,MovingHeads,onoff,Moving Head,modtoggle,on,movingheads_onoff_on.png,/mnt/data/streamdeck_kirmes_icons_v2/movingheads/movingheads_onoff_on.png
movingheads,MovingHeads,light,MH Licht,mod,idle,movingheads_light_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/movingheads/movingheads_light_idle.png
movingheads,MovingHeads,light,MH Licht,mod,pressed,movingheads_light_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/movingheads/movingheads_light_pressed.png
movingheads,MovingHeads,lightsync,MH Light Sync,mod,idle,movingheads_lightsync_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/movingheads/movingheads_lightsync_idle.png
movingheads,MovingHeads,lightsync,MH Light Sync,mod,pressed,movingheads_lightsync_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/movingheads/movingheads_lightsync_pressed.png
movingheads,MovingHeads,colorstrobe,MH Color Strobe,mod,idle,movingheads_colorstrobe_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/movingheads/movingheads_colorstrobe_idle.png
movingheads,MovingHeads,colorstrobe,MH Color Strobe,mod,pressed,movingheads_colorstrobe_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/movingheads/movingheads_colorstrobe_pressed.png
movingheads,MovingHeads,colorup,Color +,modrepeat,idle,movingheads_colorup_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/movingheads/movingheads_colorup_idle.png
movingheads,MovingHeads,colorup,Color +,modrepeat,repeat,movingheads_colorup_repeat.png,/mnt/data/streamdeck_kirmes_icons_v2/movingheads/movingheads_colorup_repeat.png
movingheads,MovingHeads,colordown,Color -,modrepeat,idle,movingheads_colordown_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/movingheads/movingheads_colordown_idle.png
movingheads,MovingHeads,colordown,Color -,modrepeat,repeat,movingheads_colordown_repeat.png,/mnt/data/streamdeck_kirmes_icons_v2/movingheads/movingheads_colordown_repeat.png
movingheads,MovingHeads,programup,Programm +,modrepeat,idle,movingheads_programup_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/movingheads/movingheads_programup_idle.png
movingheads,MovingHeads,programup,Programm +,modrepeat,repeat,movingheads_programup_repeat.png,/mnt/data/streamdeck_kirmes_icons_v2/movingheads/movingheads_programup_repeat.png
movingheads,MovingHeads,programdown,Programm -,modrepeat,idle,movingheads_programdown_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/movingheads/movingheads_programdown_idle.png
movingheads,MovingHeads,programdown,Programm -,modrepeat,repeat,movingheads_programdown_repeat.png,/mnt/data/streamdeck_kirmes_icons_v2/movingheads/movingheads_programdown_repeat.png
movingheads,MovingHeads,gobosup,Gobos +,modrepeat,idle,movingheads_gobosup_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/movingheads/movingheads_gobosup_idle.png
movingheads,MovingHeads,gobosup,Gobos +,modrepeat,repeat,movingheads_gobosup_repeat.png,/mnt/data/streamdeck_kirmes_icons_v2/movingheads/movingheads_gobosup_repeat.png
movingheads,MovingHeads,gobosdown,Gobos -,modrepeat,idle,movingheads_gobosdown_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/movingheads/movingheads_gobosdown_idle.png
movingheads,MovingHeads,gobosdown,Gobos -,modrepeat,repeat,movingheads_gobosdown_repeat.png,/mnt/data/streamdeck_kirmes_icons_v2/movingheads/movingheads_gobosdown_repeat.png
sound,Sound,playpause,Play/Pause,press,idle,sound_playpause_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/sound/sound_playpause_idle.png
sound,Sound,playpause,Play/Pause,press,pressed,sound_playpause_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/sound/sound_playpause_pressed.png
sound,Sound,next,Naechster Track,press,idle,sound_next_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/sound/sound_next_idle.png
sound,Sound,next,Naechster Track,press,pressed,sound_next_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/sound/sound_next_pressed.png
sound,Sound,prev,Vorheriger Track,press,idle,sound_prev_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/sound/sound_prev_idle.png
sound,Sound,prev,Vorheriger Track,press,pressed,sound_prev_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/sound/sound_prev_pressed.png
sound,Sound,micro,Mikro,hold,idle,sound_micro_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/sound/sound_micro_idle.png
sound,Sound,micro,Mikro,hold,hold,sound_micro_hold.png,/mnt/data/streamdeck_kirmes_icons_v2/sound/sound_micro_hold.png
sound,Sound,microecho,Mikro Echo,holdtoggle,off,sound_microecho_off.png,/mnt/data/streamdeck_kirmes_icons_v2/sound/sound_microecho_off.png
sound,Sound,microecho,Mikro Echo,holdtoggle,on,sound_microecho_on.png,/mnt/data/streamdeck_kirmes_icons_v2/sound/sound_microecho_on.png
jingles,Jingles,jingle1,Jingle 1,press,idle,jingles_jingle1_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_jingle1_idle.png
jingles,Jingles,jingle1,Jingle 1,press,pressed,jingles_jingle1_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_jingle1_pressed.png
jingles,Jingles,jingle2,Jingle 2,press,idle,jingles_jingle2_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_jingle2_idle.png
jingles,Jingles,jingle2,Jingle 2,press,pressed,jingles_jingle2_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_jingle2_pressed.png
jingles,Jingles,jingle3,Jingle 3,press,idle,jingles_jingle3_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_jingle3_idle.png
jingles,Jingles,jingle3,Jingle 3,press,pressed,jingles_jingle3_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_jingle3_pressed.png
jingles,Jingles,jingle4,Jingle 4,press,idle,jingles_jingle4_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_jingle4_idle.png
jingles,Jingles,jingle4,Jingle 4,press,pressed,jingles_jingle4_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_jingle4_pressed.png
jingles,Jingles,jingle5,Jingle 5,press,idle,jingles_jingle5_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_jingle5_idle.png
jingles,Jingles,jingle5,Jingle 5,press,pressed,jingles_jingle5_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_jingle5_pressed.png
jingles,Jingles,jingle6,Jingle 6,press,idle,jingles_jingle6_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_jingle6_idle.png
jingles,Jingles,jingle6,Jingle 6,press,pressed,jingles_jingle6_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_jingle6_pressed.png
jingles,Jingles,jingle7,Jingle 7,press,idle,jingles_jingle7_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_jingle7_idle.png
jingles,Jingles,jingle7,Jingle 7,press,pressed,jingles_jingle7_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_jingle7_pressed.png
jingles,Jingles,jingle8,Jingle 8,press,idle,jingles_jingle8_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_jingle8_idle.png
jingles,Jingles,jingle8,Jingle 8,press,pressed,jingles_jingle8_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_jingle8_pressed.png
jingles,Jingles,jingle9,Jingle 9,press,idle,jingles_jingle9_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_jingle9_idle.png
jingles,Jingles,jingle9,Jingle 9,press,pressed,jingles_jingle9_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_jingle9_pressed.png
jingles,Jingles,jingle10,Jingle 10,press,idle,jingles_jingle10_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_jingle10_idle.png
jingles,Jingles,jingle10,Jingle 10,press,pressed,jingles_jingle10_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_jingle10_pressed.png
jingles,Jingles,jingle11,Jingle 11,press,idle,jingles_jingle11_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_jingle11_idle.png
jingles,Jingles,jingle11,Jingle 11,press,pressed,jingles_jingle11_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_jingle11_pressed.png
jingles,Jingles,jingle12,Jingle 12,press,idle,jingles_jingle12_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_jingle12_idle.png
jingles,Jingles,jingle12,Jingle 12,press,pressed,jingles_jingle12_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_jingle12_pressed.png
jingles,Jingles,deck1,Deck 1,mod,idle,jingles_deck1_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_deck1_idle.png
jingles,Jingles,deck1,Deck 1,mod,pressed,jingles_deck1_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_deck1_pressed.png
jingles,Jingles,deck2,Deck 2,mod,idle,jingles_deck2_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_deck2_idle.png
jingles,Jingles,deck2,Deck 2,mod,pressed,jingles_deck2_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_deck2_pressed.png
jingles,Jingles,deck3,Deck 3,mod,idle,jingles_deck3_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_deck3_idle.png
jingles,Jingles,deck3,Deck 3,mod,pressed,jingles_deck3_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_deck3_pressed.png
jingles,Jingles,deck4,Deck 4,mod,idle,jingles_deck4_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_deck4_idle.png
jingles,Jingles,deck4,Deck 4,mod,pressed,jingles_deck4_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_deck4_pressed.png
jingles,Jingles,deck5,Deck 5,mod,idle,jingles_deck5_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_deck5_idle.png
jingles,Jingles,deck5,Deck 5,mod,pressed,jingles_deck5_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_deck5_pressed.png
jingles,Jingles,deck6,Deck 6,mod,idle,jingles_deck6_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_deck6_idle.png
jingles,Jingles,deck6,Deck 6,mod,pressed,jingles_deck6_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_deck6_pressed.png
jingles,Jingles,deck7,Deck 7,mod,idle,jingles_deck7_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_deck7_idle.png
jingles,Jingles,deck7,Deck 7,mod,pressed,jingles_deck7_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_deck7_pressed.png
jingles,Jingles,deck8,Deck 8,mod,idle,jingles_deck8_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_deck8_idle.png
jingles,Jingles,deck8,Deck 8,mod,pressed,jingles_deck8_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_deck8_pressed.png
jingles,Jingles,deck9,Deck 9,mod,idle,jingles_deck9_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_deck9_idle.png
jingles,Jingles,deck9,Deck 9,mod,pressed,jingles_deck9_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_deck9_pressed.png
jingles,Jingles,deck10,Deck 10,mod,idle,jingles_deck10_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_deck10_idle.png
jingles,Jingles,deck10,Deck 10,mod,pressed,jingles_deck10_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_deck10_pressed.png
jingles,Jingles,deck11,Deck 11,mod,idle,jingles_deck11_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_deck11_idle.png
jingles,Jingles,deck11,Deck 11,mod,pressed,jingles_deck11_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_deck11_pressed.png
jingles,Jingles,deck12,Deck 12,mod,idle,jingles_deck12_idle.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_deck12_idle.png
jingles,Jingles,deck12,Deck 12,mod,pressed,jingles_deck12_pressed.png,/mnt/data/streamdeck_kirmes_icons_v2/jingles/jingles_deck12_pressed.png
